policy_deductable,policy_annual_premium,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,vehicle_claim,customer,Customer_age_group,have_umbrella_limit,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police
1000,1099.95,0,-71900,14,1,1,0,39300,0,1,1,2.5,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
2000,1472.43,0,-90600,3,3,1,3,46240,0,0,1,2.5,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1275.62,0,-56200,18,3,2,1,49120,0,0,1,2.5,0,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1000,1292.3,47600,0,5,1,1,3,3290,0,0,1,2.5,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2000,1009.37,45400,-39400,19,1,0,2,47180,0,0,1,2.5,0,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
500,1093.07,27700,-72400,0,1,2,2,62370,0,1,0,5.0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1000,1325.44,51400,-6300,22,1,0,2,8300,0,0,0,2.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2000,1017.18,0,0,21,3,1,3,30590,0,0,1,1.0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1000,1221.17,49300,0,4,3,0,0,34020,0,1,1,1.0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
500,1927.87,0,0,10,1,0,1,37870,0,0,1,1.0,1,6,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1000,978.27,65700,0,5,1,1,3,53480,0,1,1,2.5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2000,1221.14,48100,0,13,1,0,2,48020,0,0,1,1.0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2000,1255.62,0,0,18,3,2,1,48300,0,0,1,1.0,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
500,999.52,0,0,6,1,1,2,6480,0,0,1,2.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
500,1380.89,30000,-53000,0,3,2,1,42770,0,1,1,2.5,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
500,1010.77,52300,-55600,5,3,0,3,34000,0,0,1,5.0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
500,1205.86,0,-34600,8,1,0,1,64800,0,0,1,1.0,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1000,1526.61,0,-32900,5,1,2,2,2940,0,0,1,5.0,1,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1000,1496.44,0,0,9,1,2,2,5040,0,0,1,1.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
500,1256.2,0,0,10,3,1,2,25020,0,0,1,1.0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
500,1268.35,0,0,16,1,2,1,49210,0,0,1,1.0,1,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2000,1421.59,0,0,8,1,2,3,3600,0,0,1,5.0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
500,1500.04,0,-36500,5,1,0,2,3440,0,1,0,5.0,1,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
500,1433.24,0,-19500,11,3,2,1,19110,0,0,1,1.0,0,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2000,1231.25,46500,0,15,3,1,0,39040,0,0,1,1.0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
500,1135.43,22700,0,23,3,1,1,35100,0,0,1,5.0,1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2000,945.73,38600,-42800,23,1,0,0,58870,0,0,0,2.5,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2000,1118.76,0,-55800,23,1,1,3,47880,0,1,1,1.0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2000,1231.98,0,-31700,10,1,0,0,33180,0,0,1,5.0,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2000,1005.47,58100,-49000,12,4,2,3,40390,0,0,1,5.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2000,1108.97,68400,-66800,4,1,2,2,74790,0,0,1,1.0,0,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
500,1392.39,0,-65700,16,1,2,0,38010,0,1,0,1.0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
2000,1317.97,34700,-81000,18,3,1,2,21520,0,0,1,1.0,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000,1588.22,0,-53800,15,3,1,1,59220,0,0,1,2.5,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
500,900.02,0,-49900,8,1,1,3,55760,0,0,0,2.5,1,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1000,1744.64,0,0,4,3,0,1,25480,0,0,0,1.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1000,1260.56,0,-54900,20,3,0,2,28140,0,0,1,2.5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2000,1021.14,69500,-47700,1,3,2,3,50330,0,0,1,5.0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2000,1285.09,48000,-79600,19,1,0,2,45180,0,0,1,2.5,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
500,1537.07,0,0,11,1,1,0,33180,0,0,0,1.0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1000,1022.42,50000,-56900,13,1,0,2,49770,0,0,1,1.0,1,7,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2000,1558.86,51100,-75100,2,1,2,2,48580,0,0,1,1.0,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
500,1757.87,71400,0,9,3,2,1,40000,0,0,1,5.0,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1000,973.5,50400,0,15,2,1,3,35370,0,0,1,2.5,1,7,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
500,1430.8,0,0,23,1,2,3,38520,0,0,1,5.0,1,7,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
500,1192.27,0,-40200,16,1,2,0,42840,0,0,1,5.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
500,1163.83,37700,0,21,4,2,0,55360,0,0,1,2.5,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1000,1003.15,0,-38500,21,2,2,1,58860,0,1,1,5.0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1153.54,0,-57000,3,3,0,1,43330,0,0,0,2.5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1000,1631.1,0,0,4,1,1,2,4690,0,1,1,1.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1000,1252.48,0,-55800,17,1,1,3,3570,0,0,1,5.0,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1000,1677.26,40100,0,7,1,1,3,3570,0,1,1,1.0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1000,979.73,51700,0,14,2,1,2,50680,0,0,1,2.5,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
500,989.24,0,0,13,1,2,3,49630,0,0,1,2.5,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1000,1389.86,0,0,23,2,2,3,52080,0,1,1,5.0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
500,1233.85,0,0,23,3,2,1,49980,0,0,1,1.0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,1320.39,0,0,16,1,2,1,50890,0,0,1,5.0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1000,1435.09,36600,0,17,1,2,0,44030,0,0,1,1.0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
500,1448.54,58600,0,9,1,1,1,69210,0,1,1,5.0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
500,1733.56,0,-43800,13,3,2,1,44520,0,0,1,2.5,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
500,1533.07,0,-28800,13,1,1,2,52000,0,0,1,1.0,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
500,1106.77,45500,-62500,3,1,2,0,4000,0,0,1,1.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
500,995.7,0,0,3,1,2,1,3500,1,1,0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1000,1298.85,71300,-70300,16,3,1,3,36300,0,0,0,2.5,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,1276.73,0,0,12,3,1,3,48160,0,0,0,2.5,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2000,1202.28,0,-61400,4,1,1,2,34960,0,1,1,2.5,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
500,671.92,0,-26400,3,1,2,0,49840,0,0,1,1.0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1000,1358.03,59300,-31400,0,1,2,1,35000,1,0,1,2.5,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1000,1008.79,46000,0,19,1,2,3,3850,0,1,0,2.5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1000,1141.1,0,0,15,2,0,1,53730,0,1,1,1.0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1000,1397.0,0,0,6,1,1,0,48020,0,0,1,1.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1000,1664.66,0,-66200,3,1,0,3,46000,0,1,1,5.0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1000,1151.39,0,-63900,17,1,0,0,6090,0,0,0,2.5,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
2000,1546.01,0,0,4,4,2,1,53970,0,0,1,1.0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
500,1063.67,0,0,14,1,2,0,46200,0,0,1,2.5,1,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1000,709.14,0,0,3,3,1,0,39920,0,0,1,1.0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
500,1039.55,55600,-59700,4,3,2,1,53840,0,1,1,2.5,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
500,1339.39,0,0,13,1,1,2,39130,0,0,1,2.5,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1000,1202.75,57900,-90100,23,3,0,2,59670,0,1,1,2.5,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,1081.17,0,-65200,3,1,0,1,3920,0,0,1,1.0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
500,991.39,45600,-61400,0,3,1,0,49490,0,0,1,2.5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
500,984.02,75800,0,14,2,2,2,52290,0,0,1,5.0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
500,1354.83,66300,0,14,2,2,2,32480,0,1,1,1.0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,830.31,0,-32600,22,1,1,0,25150,0,1,1,1.0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2000,987.42,0,0,17,3,0,3,34240,0,0,0,1.0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,1119.29,0,0,14,1,0,0,32560,0,0,1,5.0,0,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
500,1048.39,0,0,2,1,2,1,25200,0,1,1,1.0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1000,1074.47,0,0,4,1,2,0,2400,0,1,1,5.0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1000,1230.76,0,-74200,2,1,1,1,57440,0,0,1,5.0,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
500,1255.02,58200,0,10,1,1,0,4480,0,0,1,5.0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1000,1555.52,43600,-67800,11,1,1,1,62000,0,0,1,1.0,0,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2000,836.11,0,0,1,4,1,2,54630,0,0,0,1.0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
500,1450.98,43700,0,20,1,0,2,3850,0,0,1,1.0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2000,625.08,44200,-37000,10,1,2,3,63920,0,0,1,2.5,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2000,1133.27,0,-56400,20,2,0,2,44000,0,0,1,1.0,0,2,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
500,1366.6,0,0,10,3,2,1,56140,0,0,1,5.0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1000,1439.9,0,-48400,2,2,1,2,39040,0,0,0,5.0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1000,1230.69,0,-54600,19,1,0,2,43040,0,0,1,5.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2000,1307.68,0,-48500,10,1,1,2,40770,0,1,1,1.0,0,6,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2000,1124.69,0,0,14,1,0,3,39520,0,0,1,5.0,0,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1000,1520.78,0,-42900,5,1,0,2,2080,0,0,1,1.0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2000,1609.11,0,0,8,1,2,1,4270,0,1,1,1.0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1000,1358.91,0,0,4,1,0,2,5360,0,0,1,5.0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
500,1295.87,0,0,4,3,1,0,40640,0,0,1,5.0,0,7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,1161.03,45300,0,20,2,1,1,31140,0,0,0,2.5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2000,1441.06,53800,-78300,18,1,2,3,65200,0,0,1,5.0,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1000,1097.99,44400,-71500,0,3,0,3,39690,0,0,1,1.0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1000,1464.42,79900,0,1,1,2,0,50940,0,0,1,5.0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
500,1543.68,20200,0,17,1,0,1,37760,0,0,1,2.5,0,4,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
500,1390.89,0,-74400,23,1,2,2,38880,0,0,0,2.5,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2000,1148.58,0,-71200,4,3,2,1,45680,0,0,1,1.0,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
500,1616.26,50700,-57600,0,3,2,3,56320,0,0,1,2.5,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,1398.94,0,0,11,1,1,2,47810,0,0,1,5.0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1000,1238.92,57800,-53700,4,1,0,2,3680,0,0,1,5.0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1000,968.46,50800,-66200,0,3,0,2,39600,1,0,1,1.0,1,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
500,1045.12,0,-28300,2,3,0,2,54390,0,0,1,1.0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1000,1537.33,0,-74800,11,3,1,1,54390,0,1,1,1.0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,912.3,58500,-44000,23,3,2,1,43750,0,0,1,5.0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2000,1007.28,0,0,17,3,1,3,57960,0,1,0,1.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1000,1189.98,0,-54700,22,1,1,3,36270,1,1,0,5.0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1000,1576.41,0,-55100,18,1,1,1,76000,0,0,1,2.5,1,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
500,1172.82,82100,0,8,1,1,3,2730,0,0,0,1.0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
500,1312.22,0,-33300,15,3,0,3,41580,0,0,0,5.0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1000,671.01,42900,-61500,20,1,2,0,46830,0,0,0,5.0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
500,895.14,52600,-30400,4,1,0,3,30520,0,0,1,2.5,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2000,1373.21,42700,-64900,10,3,0,0,43960,0,0,1,1.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1000,1625.65,0,0,10,1,1,3,41650,0,0,1,2.5,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2000,1295.63,42200,-33800,22,3,1,0,41580,0,0,0,2.5,0,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,1459.96,41300,-42000,15,3,0,1,26530,0,0,0,1.0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
500,1219.94,0,-51000,13,1,0,1,44170,0,0,0,1.0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
500,1064.49,73500,-43300,23,1,2,1,47160,0,0,0,5.0,1,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1000,959.83,0,-38700,18,3,2,2,46400,0,0,1,1.0,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2000,1767.02,0,-49300,7,1,1,1,33600,0,0,1,2.5,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
500,1285.01,0,-39800,21,1,2,2,46800,0,0,1,5.0,1,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2000,1422.95,0,0,15,3,1,3,44160,0,0,1,5.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
